<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.12	08:00:00	1.16277	1.16291	1.16132	1.16139	4149	0	0
2025.08.12	09:00:00	1.16136	1.16185	1.16082	1.16092	6101	0	0
2025.08.12	10:00:00	1.16092	1.16239	1.16081	1.16203	5606	0	0
2025.08.12	11:00:00	1.16204	1.16224	1.16119	1.16149	4330	0	0
2025.08.12	12:00:00	1.16148	1.16183	1.16005	1.16065	4038	0	0
2025.08.12	13:00:00	1.16064	1.16132	1.16058	1.16103	3329	0	0
2025.08.12	14:00:00	1.16102	1.16112	1.15988	1.16053	4187	0	0
2025.08.12	15:00:00	1.16052	1.16558	1.16011	1.16424	14487	0	0
2025.08.12	16:00:00	1.16421	1.16677	1.16174	1.16523	17668	0	0
2025.08.12	17:00:00	1.16523	1.16627	1.16417	1.16580	11291	0	0
2025.08.12	18:00:00	1.16579	1.16974	1.16563	1.16722	9190	0	0
2025.08.12	19:00:00	1.16722	1.16860	1.16655	1.16798	6276	0	0
2025.08.12	20:00:00	1.16798	1.16806	1.16711	1.16732	4587	0	0
2025.08.12	21:00:00	1.16732	1.16787	1.16647	1.16688	3645	0	0
2025.08.12	22:00:00	1.16688	1.16756	1.16645	1.16746	3000	0	0
2025.08.12	23:00:00	1.16747	1.16772	1.16718	1.16730	1936	0	0
2025.08.13	00:00:00	1.16744	1.16744	1.16665	1.16722	509	0	50
2025.08.13	01:00:00	1.16716	1.16775	1.16716	1.16767	783	0	0
2025.08.13	02:00:00	1.16767	1.16794	1.16754	1.16776	1030	0	0
2025.08.13	03:00:00	1.16776	1.16809	1.16708	1.16800	2541	0	0
2025.08.13	04:00:00	1.16800	1.16865	1.16761	1.16771	3341	0	0
2025.08.13	05:00:00	1.16772	1.16860	1.16705	1.16819	2667	0	0
2025.08.13	06:00:00	1.16817	1.16877	1.16795	1.16839	1973	0	0
2025.08.13	07:00:00	1.16838	1.16862	1.16816	1.16842	1867	0	0
2025.08.13	08:00:00	1.16842	1.16853	1.16765	1.16785	2713	0	0
2025.08.13	09:00:00	1.16788	1.16971	1.16782	1.16922	5027	0	0
2025.08.13	10:00:00	1.16922	1.17129	1.16919	1.17081	5980	0	0
2025.08.13	11:00:00	1.17079	1.17207	1.17071	1.17141	5590	0	0
2025.08.13	12:00:00	1.17143	1.17303	1.17141	1.17294	3935	0	0
2025.08.13	13:00:00	1.17294	1.17302	1.17163	1.17165	4052	0	0
2025.08.13	14:00:00	1.17166	1.17191	1.17079	1.17190	3957	0	0
2025.08.13	15:00:00	1.17191	1.17217	1.16973	1.16990	5032	0	0
2025.08.13	16:00:00	1.16989	1.17073	1.16930	1.17046	6531	0	0
2025.08.13	17:00:00	1.17046	1.17236	1.17029	1.17201	8500	0	0
2025.08.13	18:00:00	1.17201	1.17227	1.17084	1.17139	6078	0	0
2025.08.13	19:00:00	1.17136	1.17152	1.17065	1.17070	3289	0	0
2025.08.13	20:00:00	1.17068	1.17108	1.17029	1.17041	2840	0	0
2025.08.13	21:00:00	1.17043	1.17045	1.16960	1.17005	2447	0	0
2025.08.13	22:00:00	1.17005	1.17042	1.16975	1.16995	1924	0	0
2025.08.13	23:00:00	1.16995	1.17071	1.16993	1.17055	1272	0	0
2025.08.14	00:00:00	1.17035	1.17054	1.16997	1.17034	452	0	50
2025.08.14	01:00:00	1.17034	1.17082	1.17026	1.17080	843	0	0
2025.08.14	02:00:00	1.17082	1.17125	1.17075	1.17122	1063	0	0
2025.08.14	03:00:00	1.17123	1.17150	1.17092	1.17112	2510	0	0
2025.08.14	04:00:00	1.17113	1.17152	1.17092	1.17128	2901	0	0
2025.08.14	05:00:00	1.17128	1.17129	1.16990	1.17050	2589	0	0
2025.08.14	06:00:00	1.17050	1.17053	1.16996	1.17035	2088	0	0
2025.08.14	07:00:00	1.17035	1.17066	1.17016	1.17039	1551	0	0
2025.08.14	08:00:00	1.17038	1.17038	1.16971	1.17010	2024	0	0
2025.08.14	09:00:00	1.17013	1.17066	1.16849	1.16851	5845	0	0
2025.08.14	10:00:00	1.16851	1.16928	1.16780	1.16796	6285	0	0
2025.08.14	11:00:00	1.16797	1.16853	1.16679	1.16682	4593	0	0
2025.08.14	12:00:00	1.16683	1.16870	1.16682	1.16819	4364	0	0
2025.08.14	13:00:00	1.16819	1.16974	1.16814	1.16954	4633	0	0
2025.08.14	14:00:00	1.16954	1.16966	1.16828	1.16882	4533	0	0
2025.08.14	15:00:00	1.16884	1.16925	1.16484	1.16637	11825	0	0
2025.08.14	16:00:00	1.16637	1.16714	1.16491	1.16502	9124	0	0
2025.08.14	17:00:00	1.16503	1.16664	1.16377	1.16609	7749	0	0
2025.08.14	18:00:00	1.16608	1.16622	1.16375	1.16431	6945	0	0
2025.08.14	19:00:00	1.16430	1.16452	1.16311	1.16344	4888	0	0
2025.08.14	20:00:00	1.16347	1.16438	1.16314	1.16369	3674	0	0
2025.08.14	21:00:00	1.16372	1.16425	1.16331	1.16415	2891	0	0
2025.08.14	22:00:00	1.16416	1.16505	1.16415	1.16482	2194	0	0
2025.08.14	23:00:00	1.16483	1.16503	1.16447	1.16485	1352	0	0
2025.08.15	00:00:00	1.16470	1.16491	1.16458	1.16487	231	0	50
2025.08.15	01:00:00	1.16488	1.16531	1.16471	1.16500	727	0	0
2025.08.15	02:00:00	1.16501	1.16530	1.16462	1.16506	1101	0	0
2025.08.15	03:00:00	1.16507	1.16533	1.16468	1.16522	2142	0	0
2025.08.15	04:00:00	1.16525	1.16580	1.16483	1.16530	2513	0	0
2025.08.15	05:00:00	1.16530	1.16578	1.16496	1.16569	2182	0	0
2025.08.15	06:00:00	1.16572	1.16646	1.16568	1.16601	1654	0	0
2025.08.15	07:00:00	1.16601	1.16636	1.16591	1.16629	1113	0	0
2025.08.15	08:00:00	1.16629	1.16713	1.16613	1.16710	1652	0	0
2025.08.15	09:00:00	1.16710	1.16748	1.16653	1.16719	3534	0	0
2025.08.15	10:00:00	1.16718	1.16842	1.16718	1.16829	4816	0	0
2025.08.15	11:00:00	1.16828	1.16854	1.16767	1.16823	3969	0	0
2025.08.15	12:00:00	1.16822	1.16898	1.16801	1.16877	3365	0	0
2025.08.15	13:00:00	1.16877	1.16915	1.16806	1.16858	2952	0	0
2025.08.15	14:00:00	1.16858	1.16918	1.16816	1.16876	2763	0	0
2025.08.15	15:00:00	1.16874	1.17000	1.16728	1.16940	7476	0	0
2025.08.15	16:00:00	1.16942	1.17083	1.16818	1.17020	8275	0	0
2025.08.15	17:00:00	1.17022	1.17152	1.16997	1.17118	8129	0	0
2025.08.15	18:00:00	1.17118	1.17151	1.17033	1.17069	4884	0	0
2025.08.15	19:00:00	1.17068	1.17083	1.16997	1.17039	3054	0	0
2025.08.15	20:00:00	1.17039	1.17061	1.16994	1.17045	2220	0	0
2025.08.15	21:00:00	1.17045	1.17067	1.16987	1.17027	2227	0	0
2025.08.15	22:00:00	1.17026	1.17036	1.17000	1.17009	1948	0	0
2025.08.15	23:00:00	1.17010	1.17080	1.17003	1.17032	1332	0	0
2025.08.18	00:00:00	1.17104	1.17147	1.17085	1.17137	303	0	12
2025.08.18	01:00:00	1.17130	1.17160	1.17100	1.17133	1445	0	1
2025.08.18	02:00:00	1.17139	1.17144	1.17038	1.17064	1385	0	0
2025.08.18	03:00:00	1.17065	1.17107	1.17002	1.17017	2980	0	0
2025.08.18	04:00:00	1.17017	1.17047	1.16937	1.17032	2950	0	0
2025.08.18	05:00:00	1.17033	1.17054	1.16974	1.17013	1646	0	0
2025.08.18	06:00:00	1.17014	1.17047	1.16998	1.17037	1830	0	0
2025.08.18	07:00:00	1.17036	1.17104	1.17027	1.17084	2108	0	0
2025.08.18	08:00:00	1.17084	1.17090	1.17014	1.17062	2087	0	0
2025.08.18	09:00:00	1.17055	1.17079	1.16936	1.16965	3950	0	0
2025.08.18	10:00:00	1.16968	1.17035	1.16801	1.16814	5128	0	0
2025.08.18	11:00:00	1.16813	1.16875	1.16711	1.16818	5403	0	0
2025.08.18	12:00:00	1.16820	1.16860	1.16732	1.16803	3956	0	0
2025.08.18	13:00:00	1.16796	1.16830	1.16775	1.16809	3012	0	0
2025.08.18	14:00:00	1.16809	1.16884	1.16717	1.16750	3604	0	0
2025.08.18	15:00:00	1.16757	1.16791	1.16663	1.16764	4897	0	0
2025.08.18	16:00:00	1.16765	1.16779	1.16696	1.16779	4366	0	0
2025.08.18	17:00:00	1.16779	1.16845	1.16604	1.16642	6013	0	0
2025.08.18	18:00:00	1.16642	1.16747	1.16608	1.16672	4531	0	0
2025.08.18	19:00:00	1.16673	1.16675	1.16561	1.16579	3801	0	0
2025.08.18	20:00:00	1.16578	1.16667	1.16568	1.16629	2918	0	0
2025.08.18	21:00:00	1.16627	1.16679	1.16585	1.16601	2372	0	0
2025.08.18	22:00:00	1.16601	1.16705	1.16600	1.16671	1998	0	0
2025.08.18	23:00:00	1.16671	1.16694	1.16617	1.16619	1516	0	0
2025.08.19	00:00:00	1.16589	1.16602	1.16585	1.16596	201	0	50
2025.08.19	01:00:00	1.16596	1.16750	1.16586	1.16696	1324	0	0
2025.08.19	02:00:00	1.16696	1.16697	1.16619	1.16680	1324	0	0
2025.08.19	03:00:00	1.16681	1.16702	1.16559	1.16585	3091	0	0
2025.08.19	04:00:00	1.16585	1.16623	1.16391	1.16509	4688	0	0
2025.08.19	05:00:00	1.16511	1.16560	1.16471	1.16529	2905	0	0
2025.08.19	06:00:00	1.16529	1.16589	1.16504	1.16550	2450	0	0
2025.08.19	07:00:00	1.16551	1.16619	1.16535	1.16608	1708	0	0
2025.08.19	08:00:00	1.16607	1.16658	1.16541	1.16553	2616	0	0
2025.08.19	09:00:00	1.16555	1.16748	1.16512	1.16745	4241	0	0
2025.08.19	10:00:00	1.16745	1.16843	1.16737	1.16837	4828	0	0
2025.08.19	11:00:00	1.16837	1.16844	1.16717	1.16751	4006	0	0
2025.08.19	12:00:00	1.16752	1.16822	1.16727	1.16802	3454	0	0
2025.08.19	13:00:00	1.16802	1.16923	1.16792	1.16888	3368	0	0
2025.08.19	14:00:00	1.16887	1.16929	1.16801	1.16857	3379	0	0
2025.08.19	15:00:00	1.16857	1.16881	1.16732	1.16756	5108	0	0
2025.08.19	16:00:00	1.16756	1.16783	1.16682	1.16763	5648	0	0
2025.08.19	17:00:00	1.16762	1.16777	1.16640	1.16722	5627	0	0
2025.08.19	18:00:00	1.16723	1.16754	1.16576	1.16583	5189	0	0
2025.08.19	19:00:00	1.16583	1.16632	1.16545	1.16564	3701	0	0
2025.08.19	20:00:00	1.16564	1.16608	1.16530	1.16547	2285	0	0
2025.08.19	21:00:00	1.16547	1.16548	1.16424	1.16474	2723	0	0
2025.08.19	22:00:00	1.16474	1.16482	1.16427	1.16466	2062	0	0
2025.08.19	23:00:00	1.16466	1.16481	1.16448	1.16467	1417	0	0
2025.08.20	00:00:00	1.16477	1.16488	1.16419	1.16442	591	0	50
2025.08.20	01:00:00	1.16437	1.16492	1.16434	1.16484	1120	0	0
2025.08.20	02:00:00	1.16484	1.16486	1.16410	1.16415	1045	0	0
2025.08.20	03:00:00	1.16414	1.16425	1.16315	1.16388	3162	0	0
2025.08.20	04:00:00	1.16387	1.16422	1.16271	1.16275	3546	0	0
2025.08.20	05:00:00	1.16274	1.16296	1.16221	1.16264	3784	0	0
2025.08.20	06:00:00	1.16264	1.16364	1.16264	1.16332	2688	0	0
2025.08.20	07:00:00	1.16332	1.16382	1.16325	1.16345	1560	0	0
2025.08.20	08:00:00	1.16345	1.16402	1.16324	1.16394	1964	0	0
2025.08.20	09:00:00	1.16394	1.16424	1.16231	1.16336	5973	0	0
2025.08.20	10:00:00	1.16336	1.16469	1.16335	1.16449	5197	0	0
2025.08.20	11:00:00	1.16449	1.16466	1.16316	1.16380	4341	0	0
2025.08.20	12:00:00	1.16378	1.16463	1.16351	1.16451	3401	0	0
2025.08.20	13:00:00	1.16451	1.16576	1.16437	1.16470	3743	0	0
2025.08.20	14:00:00	1.16472	1.16501	1.16403	1.16420	3235	0	0
2025.08.20	15:00:00	1.16423	1.16737	1.16423	1.16711	6027	0	0
2025.08.20	16:00:00	1.16711	1.16720	1.16561	1.16588	6054	0	0
2025.08.20	17:00:00	1.16588	1.16691	1.16486	1.16631	7289	0	0
2025.08.20	18:00:00	1.16631	1.16632	1.16462	1.16481	5008	0	0
2025.08.20	19:00:00	1.16481	1.16619	1.16479	1.16598	3331	0	0
2025.08.20	20:00:00	1.16598	1.16723	1.16594	1.16715	2903	0	0
2025.08.20	21:00:00	1.16712	1.16712	1.16548	1.16551	3497	0	0
2025.08.20	22:00:00	1.16551	1.16586	1.16525	1.16529	2368	0	0
2025.08.20	23:00:00	1.16529	1.16531	1.16470	1.16517	1760	0	0
2025.08.21	00:00:00	1.16488	1.16523	1.16483	1.16505	611	0	50
2025.08.21	01:00:00	1.16496	1.16551	1.16490	1.16526	685	0	0
2025.08.21	02:00:00	1.16526	1.16536	1.16482	1.16510	1120	0	0
2025.08.21	03:00:00	1.16510	1.16517	1.16413	1.16469	3052	0	0
2025.08.21	04:00:00	1.16469	1.16507	1.16413	1.16460	3468	0	0
2025.08.21	05:00:00	1.16460	1.16496	1.16434	1.16467	2598	0	0
2025.08.21	06:00:00	1.16468	1.16488	1.16418	1.16462	1772	0	0
2025.08.21	07:00:00	1.16461	1.16482	1.16428	1.16455	1446	0	0
2025.08.21	08:00:00	1.16457	1.16497	1.16418	1.16495	2177	0	0
2025.08.21	09:00:00	1.16495	1.16498	1.16259	1.16299	4524	0	0
2025.08.21	10:00:00	1.16299	1.16614	1.16249	1.16582	5841	0	0
2025.08.21	11:00:00	1.16579	1.16595	1.16503	1.16548	4253	0	0
2025.08.21	12:00:00	1.16548	1.16628	1.16537	1.16548	3654	0	0
2025.08.21	13:00:00	1.16547	1.16566	1.16483	1.16493	3245	0	0
2025.08.21	14:00:00	1.16493	1.16574	1.16396	1.16405	4137	0	0
2025.08.21	15:00:00	1.16407	1.16564	1.16367	1.16468	6061	0	0
2025.08.21	16:00:00	1.16467	1.16500	1.16157	1.16208	8111	0	0
2025.08.21	17:00:00	1.16207	1.16295	1.16061	1.16157	8390	0	0
2025.08.21	18:00:00	1.16156	1.16261	1.16011	1.16045	8602	0	0
2025.08.21	19:00:00	1.16045	1.16119	1.16015	1.16112	3770	0	0
2025.08.21	20:00:00	1.16112	1.16187	1.16112	1.16150	3356	0	0
2025.08.21	21:00:00	1.16150	1.16170	1.16070	1.16098	2617	0	0
2025.08.21	22:00:00	1.16097	1.16103	1.16038	1.16051	1867	0	0
2025.08.21	23:00:00	1.16051	1.16086	1.16035	1.16064	1438	0	0
2025.08.22	00:00:00	1.16039	1.16101	1.16024	1.16057	1083	0	50
2025.08.22	01:00:00	1.16055	1.16137	1.16044	1.16131	699	0	0
2025.08.22	02:00:00	1.16133	1.16149	1.16092	1.16125	1008	0	0
2025.08.22	03:00:00	1.16124	1.16166	1.16106	1.16149	2289	0	0
2025.08.22	04:00:00	1.16148	1.16158	1.16041	1.16082	2339	0	0
2025.08.22	05:00:00	1.16082	1.16143	1.16051	1.16089	2233	0	0
2025.08.22	06:00:00	1.16088	1.16089	1.15890	1.15897	2681	0	0
2025.08.22	07:00:00	1.15899	1.15941	1.15830	1.15846	2202	0	0
2025.08.22	08:00:00	1.15845	1.15889	1.15833	1.15869	1876	0	0
2025.08.22	09:00:00	1.15868	1.15953	1.15835	1.15886	3834	0	0
2025.08.22	10:00:00	1.15889	1.15990	1.15884	1.15948	4149	0	0
2025.08.22	11:00:00	1.15948	1.15997	1.15912	1.15994	3400	0	0
2025.08.22	12:00:00	1.15995	1.16025	1.15955	1.15966	3141	0	0
2025.08.22	13:00:00	1.15965	1.16001	1.15936	1.15959	2901	0	0
2025.08.22	14:00:00	1.15961	1.16064	1.15950	1.16045	3622	0	0
2025.08.22	15:00:00	1.16046	1.16137	1.16046	1.16087	3896	0	0
2025.08.22	16:00:00	1.16088	1.16193	1.15976	1.15999	5551	0	0
2025.08.22	17:00:00	1.16000	1.17200	1.16000	1.17181	21627	0	0
2025.08.22	18:00:00	1.17180	1.17322	1.17120	1.17120	9513	0	1
2025.08.22	19:00:00	1.17119	1.17265	1.17118	1.17218	5929	0	1
2025.08.22	20:00:00	1.17219	1.17425	1.17219	1.17368	4287	0	1
2025.08.22	21:00:00	1.17368	1.17392	1.17211	1.17211	3130	0	1
2025.08.22	22:00:00	1.17215	1.17225	1.17147	1.17197	2527	0	1
2025.08.22	23:00:00	1.17197	1.17267	1.17179	1.17212	1361	0	1
2025.08.25	00:00:00	1.17216	1.17262	1.17210	1.17222	341	0	13
2025.08.25	01:00:00	1.17221	1.17233	1.17109	1.17129	1495	0	0
2025.08.25	02:00:00	1.17129	1.17145	1.17076	1.17084	1526	0	0
2025.08.25	03:00:00	1.17084	1.17084	1.16955	1.16980	2783	0	0
2025.08.25	04:00:00	1.16979	1.17036	1.16936	1.16964	2727	0	0
2025.08.25	05:00:00	1.16965	1.17001	1.16939	1.16970	1842	0	0
2025.08.25	06:00:00	1.16972	1.17076	1.16970	1.17067	1413	0	0
2025.08.25	07:00:00	1.17071	1.17078	1.17036	1.17059	1175	0	0
2025.08.25	08:00:00	1.17058	1.17059	1.16983	1.17006	1534	0	0
2025.08.25	09:00:00	1.17007	1.17206	1.17006	1.17147	4062	0	0
2025.08.25	10:00:00	1.17150	1.17182	1.16946	1.16977	3751	0	0
2025.08.25	11:00:00	1.16972	1.17109	1.16972	1.17042	3271	0	0
2025.08.25	12:00:00	1.17041	1.17046	1.16901	1.16933	2676	0	0
2025.08.25	13:00:00	1.16934	1.16973	1.16852	1.16878	3097	0	0
2025.08.25	14:00:00	1.16878	1.17028	1.16876	1.17022	3020	0	0
2025.08.25	15:00:00	1.17022	1.17031	1.16933	1.16995	4051	0	3
2025.08.25	16:00:00	1.16993	1.17088	1.16942	1.17022	5023	0	3
2025.08.25	17:00:00	1.17028	1.17055	1.16887	1.16898	5843	0	3
2025.08.25	18:00:00	1.16901	1.16914	1.16649	1.16688	6567	0	3
2025.08.25	19:00:00	1.16688	1.16692	1.16508	1.16545	4438	0	3
2025.08.25	20:00:00	1.16545	1.16557	1.16404	1.16462	4187	0	3
2025.08.25	21:00:00	1.16462	1.16482	1.16185	1.16202	4548	0	3
2025.08.25	22:00:00	1.16203	1.16212	1.16022	1.16094	3939	0	0
2025.08.25	23:00:00	1.16095	1.16254	1.16092	1.16208	1821	0	0
2025.08.26	00:00:00	1.16180	1.16192	1.16156	1.16192	289	0	8
2025.08.26	01:00:00	1.16198	1.16225	1.16182	1.16206	1029	0	0
2025.08.26	02:00:00	1.16206	1.16213	1.16125	1.16144	1086	0	0
2025.08.26	03:00:00	1.16144	1.16599	1.16101	1.16478	10519	0	0
2025.08.26	04:00:00	1.16477	1.16501	1.16347	1.16418	5020	0	0
2025.08.26	05:00:00	1.16418	1.16472	1.16323	1.16365	3487	0	0
2025.08.26	06:00:00	1.16365	1.16366	1.16238	1.16256	3345	0	0
2025.08.26	07:00:00	1.16256	1.16322	1.16237	1.16318	2007	0	0
2025.08.26	08:00:00	1.16318	1.16445	1.16296	1.16413	3043	0	0
2025.08.26	09:00:00	1.16413	1.16413	1.16135	1.16224	6554	0	0
2025.08.26	10:00:00	1.16224	1.16287	1.16021	1.16217	8153	0	0
2025.08.26	11:00:00	1.16216	1.16250	1.16059	1.16180	5846	0	0
2025.08.26	12:00:00	1.16180	1.16437	1.16176	1.16425	5096	0	0
2025.08.26	13:00:00	1.16425	1.16475	1.16371	1.16450	3948	0	0
2025.08.26	14:00:00	1.16451	1.16608	1.16414	1.16539	4655	0	0
2025.08.26	15:00:00	1.16540	1.16600	1.16448	1.16460	6509	0	0
2025.08.26	16:00:00	1.16461	1.16566	1.16370	1.16507	7097	0	0
2025.08.26	17:00:00	1.16504	1.16655	1.16435	1.16547	7488	0	0
2025.08.26	18:00:00	1.16548	1.16638	1.16488	1.16556	5695	0	0
2025.08.26	19:00:00	1.16557	1.16617	1.16486	1.16488	3469	0	0
2025.08.26	20:00:00	1.16489	1.16528	1.16376	1.16379	3344	0	0
2025.08.26	21:00:00	1.16379	1.16475	1.16336	1.16437	3042	0	0
2025.08.26	22:00:00	1.16437	1.16487	1.16398	1.16407	2516	0	0
2025.08.26	23:00:00	1.16406	1.16432	1.16337	1.16419	1704	0	0
2025.08.27	00:00:00	1.16429	1.16450	1.16409	1.16426	718	0	30
2025.08.27	01:00:00	1.16428	1.16476	1.16409	1.16430	881	0	0
2025.08.27	02:00:00	1.16431	1.16439	1.16368	1.16371	1040	0	0
2025.08.27	03:00:00	1.16371	1.16418	1.16337	1.16368	2244	0	0
2025.08.27	04:00:00	1.16369	1.16408	1.16308	1.16338	3005	0	0
2025.08.27	05:00:00	1.16338	1.16342	1.16248	1.16314	2174	0	0
2025.08.27	06:00:00	1.16314	1.16330	1.16218	1.16252	1607	0	0
2025.08.27	07:00:00	1.16252	1.16254	1.16122	1.16141	1816	0	0
2025.08.27	08:00:00	1.16141	1.16205	1.16134	1.16203	1715	0	0
2025.08.27	09:00:00	1.16203	1.16239	1.16145	1.16209	3486	0	0
2025.08.27	10:00:00	1.16210	1.16220	1.15963	1.16036	5135	0	0
2025.08.27	11:00:00	1.16036	1.16036	1.15771	1.15889	5699	0	0
2025.08.27	12:00:00	1.15890	1.15952	1.15863	1.15901	3683	0	0
2025.08.27	13:00:00	1.15901	1.15927	1.15789	1.15795	3578	0	0
2025.08.27	14:00:00	1.15795	1.15898	1.15742	1.15861	4169	0	0
2025.08.27	15:00:00	1.15861	1.15983	1.15846	1.15865	5457	0	0
2025.08.27	16:00:00	1.15864	1.16040	1.15843	1.15980	6483	0	0
2025.08.27	17:00:00	1.15979	1.16029	1.15821	1.15924	6997	0	0
2025.08.27	18:00:00	1.15923	1.16123	1.15922	1.16108	5867	0	0
2025.08.27	19:00:00	1.16107	1.16409	1.16107	1.16383	4551	0	0
2025.08.27	20:00:00	1.16384	1.16430	1.16326	1.16379	3742	0	0
2025.08.27	21:00:00	1.16379	1.16383	1.16279	1.16306	2655	0	0
2025.08.27	22:00:00	1.16307	1.16351	1.16291	1.16339	2032	0	0
2025.08.27	23:00:00	1.16339	1.16384	1.16314	1.16379	1565	0	0
2025.08.28	00:00:00	1.16335	1.16366	1.16335	1.16348	302	0	50
2025.08.28	01:00:00	1.16354	1.16440	1.16351	1.16433	1235	0	0
2025.08.28	02:00:00	1.16433	1.16478	1.16424	1.16476	1284	0	0
2025.08.28	03:00:00	1.16476	1.16494	1.16426	1.16457	2321	0	0
2025.08.28	04:00:00	1.16457	1.16505	1.16414	1.16452	2506	0	0
2025.08.28	05:00:00	1.16452	1.16548	1.16447	1.16528	2411	0	0
2025.08.28	06:00:00	1.16527	1.16545	1.16423	1.16431	1647	0	0
2025.08.28	07:00:00	1.16431	1.16441	1.16389	1.16399	1404	0	0
2025.08.28	08:00:00	1.16398	1.16409	1.16360	1.16375	1669	0	0
2025.08.28	09:00:00	1.16375	1.16452	1.16339	1.16428	4088	0	0
2025.08.28	10:00:00	1.16429	1.16495	1.16337	1.16438	5187	0	0
2025.08.28	11:00:00	1.16438	1.16456	1.16290	1.16425	5175	0	0
2025.08.28	12:00:00	1.16427	1.16547	1.16425	1.16489	3782	0	0
2025.08.28	13:00:00	1.16488	1.16749	1.16483	1.16715	4109	0	0
2025.08.28	14:00:00	1.16711	1.16737	1.16594	1.16667	4371	0	0
2025.08.28	15:00:00	1.16668	1.16871	1.16618	1.16696	8952	0	0
2025.08.28	16:00:00	1.16696	1.16774	1.16587	1.16723	8446	0	0
2025.08.28	17:00:00	1.16723	1.16862	1.16662	1.16704	8091	0	0
2025.08.28	18:00:00	1.16706	1.16755	1.16613	1.16720	5785	0	0
2025.08.28	19:00:00	1.16721	1.16901	1.16719	1.16894	3177	0	0
2025.08.28	20:00:00	1.16894	1.16974	1.16869	1.16880	3047	0	0
2025.08.28	21:00:00	1.16881	1.16903	1.16848	1.16891	2150	0	0
2025.08.28	22:00:00	1.16891	1.16902	1.16824	1.16826	1846	0	0
2025.08.28	23:00:00	1.16827	1.16834	1.16779	1.16821	1318	0	0
2025.08.29	00:00:00	1.16797	1.16798	1.16754	1.16772	640	0	50
2025.08.29	01:00:00	1.16771	1.16806	1.16735	1.16740	1441	0	0
2025.08.29	02:00:00	1.16738	1.16820	1.16737	1.16786	1087	0	0
2025.08.29	03:00:00	1.16787	1.16822	1.16728	1.16748	2584	0	0
2025.08.29	04:00:00	1.16748	1.16765	1.16562	1.16588	3788	0	0
2025.08.29	05:00:00	1.16588	1.16652	1.16588	1.16619	2369	0	0
2025.08.29	06:00:00	1.16622	1.16649	1.16600	1.16626	1614	0	0
2025.08.29	07:00:00	1.16626	1.16648	1.16585	1.16647	1471	0	0
2025.08.29	08:00:00	1.16648	1.16703	1.16614	1.16699	2084	0	0
2025.08.29	09:00:00	1.16699	1.16705	1.16613	1.16670	3668	0	0
2025.08.29	10:00:00	1.16672	1.16771	1.16629	1.16758	5253	0	0
2025.08.29	11:00:00	1.16759	1.16904	1.16696	1.16758	5520	0	0
2025.08.29	12:00:00	1.16759	1.16826	1.16689	1.16730	4116	0	0
2025.08.29	13:00:00	1.16730	1.16746	1.16650	1.16678	3630	0	0
2025.08.29	14:00:00	1.16678	1.16682	1.16611	1.16630	3475	0	0
2025.08.29	15:00:00	1.16630	1.16642	1.16507	1.16587	6969	0	0
2025.08.29	16:00:00	1.16588	1.16732	1.16536	1.16683	6578	0	0
2025.08.29	17:00:00	1.16701	1.17052	1.16694	1.17044	9562	0	0
2025.08.29	18:00:00	1.17045	1.17090	1.16944	1.16945	6974	0	0
2025.08.29	19:00:00	1.16944	1.17072	1.16937	1.17017	4218	0	0
2025.08.29	20:00:00	1.17018	1.17031	1.16962	1.16965	2245	0	0
2025.08.29	21:00:00	1.16965	1.16995	1.16934	1.16985	1888	0	0
2025.08.29	22:00:00	1.16985	1.16996	1.16932	1.16982	2177	0	0
2025.08.29	23:00:00	1.16986	1.17007	1.16806	1.16870	1652	0	0
2025.09.01	00:00:00	1.16937	1.16956	1.16862	1.16883	357	0	12
2025.09.01	01:00:00	1.16885	1.16907	1.16853	1.16886	1067	0	0
2025.09.01	02:00:00	1.16887	1.16904	1.16868	1.16903	1085	0	0
2025.09.01	03:00:00	1.16901	1.16981	1.16898	1.16972	2005	0	0
2025.09.01	04:00:00	1.16973	1.16975	1.16880	1.16949	2760	0	0
2025.09.01	05:00:00	1.16949	1.17138	1.16949	1.17119	3199	0	0
2025.09.01	06:00:00	1.17119	1.17144	1.17047	1.17082	2036	0	0
2025.09.01	07:00:00	1.17083	1.17102	1.17046	1.17084	1664	0	0
2025.09.01	08:00:00	1.17084	1.17156	1.17082	1.17145	2194	0	0
2025.09.01	09:00:00	1.17146	1.17335	1.17135	1.17253	4789	0	0
2025.09.01	10:00:00	1.17253	1.17279	1.17153	1.17253	4923	0	0
2025.09.01	11:00:00	1.17253	1.17364	1.17162	1.17353	4762	0	0
2025.09.01	12:00:00	1.17353	1.17364	1.17186	1.17196	4175	0	0
2025.09.01	13:00:00	1.17196	1.17265	1.17182	1.17195	3160	0	0
2025.09.01	14:00:00	1.17196	1.17294	1.17131	1.17146	4075	0	0
2025.09.01	15:00:00	1.17146	1.17180	1.17063	1.17076	4083	0	0
2025.09.01	16:00:00	1.17075	1.17163	1.17052	1.17079	4085	0	0
2025.09.01	17:00:00	1.17079	1.17143	1.17056	1.17111	4120	0	0
2025.09.01	18:00:00	1.17108	1.17116	1.16996	1.16997	2887	0	0
2025.09.01	19:00:00	1.16998	1.17048	1.16967	1.17048	1907	0	0
